address,city,lat,long,name,province,websites,phones,id
3021 S 13th St,Milwaukee,42.988642999999996,-87.928864,B & B Tap,WI,,4146438333,295
5247 Old Lansing Rd,Lansing,42.697715,-84.624706,B & I Bar,MI,,5173229037,296
2184 Manchester Rd,Akron,41.039302,-81.54651,B & K Root Beer Drive In,OH,,3307533674,297
15 N Minnesota St,Newulm,44.313835,-94.459631,B & L Bar Inc,MN,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuGnmwGnHDpEGYXGjnN4u8zXqkiimSHFf4_dbqGRbVgNJdVglVHmqi0Whx7RLP9r6fVAluHXeM0VD4qLavlmXmpVT7SCg-NaNCJdlVQx3COZ0l_WVIspmsXZHcPjReLtpzHFaXbhZUktGOhTYViLGIZCtpZw1GJQkVIE9uRTTc4wHjAEbU3Ez2uyuygn-li9j-tEVIT1nyhVP8UUQYS0fTWwDOouKAt34-hga5hsjF3LV6qpQJdldVICZdFxF64U4xxXeItiErodFNU4C7FV9UP7wT_1CgiBnvTWztrw_7j-5Y-K9p7KVepw4dFtmGcxfsZDiZVsRMpjJ_ABLODJzK8I0kOBtDjSHHro01PNgYcSIo6EeFriqAqy8kxsHGowG96_ZaEheMz_M&placement=listing_profile&cs_user=unknown&cs_session=7fe198c7816c28863c51a5b56bd3ec7c98472092,5073542610,298
13789 Airline Hwy,Batonrouge,30.370125,-91.02914,B & M Graphics & Window Films,LA,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuGnmwGnHDpEGYXGjnN4u8zXqkiimSHFf4_dbqGRbVgNJDPxTWZfbJkLA-65a3lkaH5e_3psyvLSUZ7u73UTeq2LDfSSMTMQkmcsUmUvYgqPcHBLDPtz-BvMNmdv5BouckwkdKpLY5OT-ovfgBWiPN8pmj7y-GYddpSPZ-Yd46WKMc4xBlKexqROhMH50SUZqlbz1H7gCCnJE-A_EjwEW5_1xUwQquYgodteKqPIYGuxTvF7sYbKARv6jJJoqn_wNqVoE1Y_NoeBrS9rH6H8rCpWvw_GJjQySxRhmjA00ervU_hoqmQCxpalRB9AJz-6F1q78bWzzeaqcPKckdFEympK6O_9zBSnlWhEu_dWlwjOScCt65K5J257qxLfRvZN55qS-Azxz2ltNqpGG8ELGB3aheasrSL5lY0CrTAxqnHHTayuw8CEkNk13nvT-AEeQ6r0TKtcBLckjGON40wIAAwDzZLCtFp0fQep4JxdbtKhC6rZEJQhnZRU&placement=listing_profile&cs_user=unknown&cs_session=fb8bc647563186e9fb1e9e996cee9d90c4efb609,2252751993,299
10170 Black Creek Rd,Brewerton,43.251621,-76.206917,B & R Excavating LLC,NY,,3156688515,300
900 Anders Ln,Kemah,29.529096000000003,-95.02679599999999,B & S Brewers Guild,TX,,,301
541 Central Ave,Newark,40.749258000000005,-74.197285,B B Cafe,NJ,,9734839814,302
40 S Meridian Rd,Youngstown,41.099571000000005,-80.711147,B Bg's,OH,,3307922235,303
19481 Foggy Bottom Rd,Bluemont,39.074968,-77.832298,B Chord Brewing Co,VA,,5405542510,304
432 Wilson St,Brewer,44.783382,-68.74974,B D Marine,ME,http://www.bndmarine.com,"8009168193, 2079893347",305
204 E 6th St,Austin,30.267762,-97.741235,B D Riley's,TX,,,306
34414 Geneva Rd,Burlington,42.579840000000004,-88.22734,B D Village Inn,WI,http://www.villageinn.com,2625374719,307
334 Main St,Morrice,42.837984000000006,-84.177915,B J's Bar & Grill,MI,,5176253890,308
511 Hidden Pond Dr,Fordland,37.226814000000005,-92.942252,B K S Bears Brew Llc,MO,,,309
1505 Jarvis Saint Suite B,Ferndale,42.457166,-83.11374,B Nektar Meadery,MI,http://www.bnektar.com/,3139995157,310
7401 White Ln,Bakersfield,35.318151,-119.085633,B Ryders Sports Bar and Grill,CA,,6613977304,311
601 2nd Ave,New Hyde Park,40.729376,-73.687951,B S E Marketing,NY,http://bse-marketing.com,5163260182,312
20 Monroe Ave N W,Grand Rapids,42.963573,-85.6728,B.o.b.'s Brewery,MI,thebob.com/bobsbrewery.html,"6163562000, 16163562000",313
12470 Milroy Ln,Conroe,30.340709999999998,-95.55069,B-52 Brewing Co.,TX,http://www.b52brewing.com,9364474677,314
6620 S W Fwy Ste 236,Houston,29.7163,-95.5003,Bacchus Wine Storage,TX,,8008768902,315
614 Norfolk Ave,Virginia Beach,36.83745,-75.98056,Back Bay Brewing,VA,http://box1239.bluehost.com/suspended.page/disabled.cgi/backbaybrewingco.com,7575317750,316
1296 Blue Hills Ave,Bloomfield,41.855003,-72.70475,Back East Brewery,CT,,,317
200 N 6th St,Gadsden,34.0154,-86.00563000000001,Back Forty Beer Co,AL,,2564674912,318
308 Perry St,Laporte,41.61233,-86.72674,Back Road Brewery,IN,backroadbrewery.com,2193627623,319
150 Ridgemont Rd,Middletown,38.9956,-78.22102,Backroom Brewery,VA,,"15408698482, 5408698482",320
913 Atlantic Ave,Ocean City,38.340275,-75.08053000000001,Backshore Brewing Company,MD,backshorebrew.com,"4433731224, 4102890008",321
1640 N E Odell Ave,Roseburg,43.214658,-123.33770200000001,Backside Brewing Co,OR,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuGnmwGnHDpEGYXGjnN4u8zXqkiimSHFf4_dbqGRbVgNJqDESeGGoxICk47jgCulQTSSyvVqlfzGGyo-7nv7B3EZ1oKB2Dqo9Km8Vhh4Wdg6PNzCrhkZY4dXZjI34v-FXMi9nCJBzHdF0mIdJaLHQ6Mx-9D0WXsDKW-h9cNc4O-aKiCe4NL4CbrRAYE32znTbXT21bin-RkVkRSlqF_m5JrRVdETtOXY61aAzR7lhtP9GSQgGDepVAo5mblmpTVW5SEsA4-nVqDNYZxmn_MhQMb10a0TE7XPwluc0hrzaqZB43jAURz7f36X4HFDWVzlwOkxSt6Z7YgaYvY53MltnjhYfwMmfbePK5J9C1vkSQKaI_Q6Urjjgm3TIHxQIjIcGtuqbVmqKjl5U5vmRgOF1cC0&placement=listing_profile&cs_user=unknown&cs_session=db5a513f3f31b21b78e86101d3be1eb07b747bc3,5416712552,322
656 Sugar Ln,Elyria,41.360467,-82.07284399999999,Backstreet Grill and Pub - Elyria,OH,,4403657797,323
1162 B Wind River Hwy,Carson,45.72895,-121.81993,Backwoods Brewing Company,WA,,5094273412,324
1945 E Co Rd 462,Wildwood,28.892994,-82.07051,Backyard Barn Winery and Microbrewery,FL,,"3524187887, 13524187887",325
710 31st Ave S W,Minot,48.20288201,-101.3019749,Backyard Brewing Supplies,ND,http://brewingnd.com,7018589950,326
440 S Jefferson St,Mason,42.57861137,-84.44322749,Bad Brewing Co.,MI,,5176767664,327
226 Standard St,Elsegundo,33.918557,-118.41438899999999,Bad Dog Ale House,CA,,3105359154,328
4358 Leary Way N W,Seattle,47.660273,-122.36577199999999,Bad Jimmys Brewing Company,WA,,,329
43 Baileys Gap Rd,Highland,41.6851,-73.99625,Bad Seed Cider,NY,,18452360956,330
4720 Eastern Ave,Cincinnati,39.11976,-84.41839,Bad Tom Smith Brewing,OH,http://www.badtomsmithbrewing.com,"3306176965, 5138714677",331
47410 State Route 7,New Matamoras,39.469776,-81.11357,Bada Bing On The Waterfront,OH,,7408652273,332
2515 S Wabash Ave,Chicago,41.8468,-87.6251,Baderbrau,IL,,3123264100,333
4571 Vally Industrial Blvd S,Shakopee,44.79377,-93.46113000000001,Badger Hill Brewing Company,MN,,9522302739,334
990 Tony Canadeo Run,Green Bay,44.49728591,-88.0500555,Badger State Brewing Company,WI,badgerstatebrewing.com,"19206345687, (920) 634-5687",335
8420 Kao Cir,Manassas,38.761629,-77.44919499999999,Badwolf Brewing Co,VA,,7034792305,336
401 Bel Marin Keys Blvd,Novato,38.07479991,-122.53821049999999,Baeltane Brewing,CA,baeltanebrewing.com,"4158832040, (415) 883-2040",337
320 N Broadway,Denver,39.721387,-104.986952,Baere Brewing Co.,CO,http://www.baerebrewing.com,3037333354,338
9415 Coppertop Loop,Bainbridge Island,47.64824,-122.52514,Bainbridge Island Brewing,WA,,2064514646,339
147 N,Swansboro,34.686778000000004,-77.119422,Bake Bottle & Brew,NC,bakebottlebrew.com,9103257550,340
401 W Live Oak,Austin,30.243212,-97.755549,Balcones Brewing Co.,TX,,7134446539,341
176 Hardenburgh Rd,Pinebush,41.612952,-74.298486,Baldwin Vineyards,NY,,8457442226,342
14270 Ramona Ave,Chino,33.996105,-117.706769,Ball Corporation,CA,,,343
1406 N W 53rd St,Seattle,47.66741,-122.37408400000001,Ballard Nano-brewery Beer Walk,WA,,,344
10051 Old Grove Rd,San Diego,32.898778,-117.111104,Ballast Point Brewing Co,CA,,,345
104 Albemarle St,Baltimore,39.288143700000006,-76.60359009999999,Baltimore Brewing Co,MD,,4108375000,346
1609 Frank Akers Rd,Anniston,33.621235999999996,-85.803813,Bama Budweiser of Anniston,AL,,2568317754,347
1700 Emory Folmar Blvd,Montgomery,32.41979,-86.25835699999999,Bama Budweiser of Montgomery,AL,,3342631681,348
500 E Fort Williams St,Sylacauga,33.167419,-86.24081600000001,Bama Budweiser-sylacauga,AL,http://bamabud.com,2562498578,349
32 Main St,Biddeford,43.492839700000005,-70.4526571,Banded Horn Brewery,ME,,,350
32 Main St W,Biddeford,43.493004,-70.452225,Banded Horn Brewing Co Tap Room,ME,,12077748080,351
470 Broadway,Denver,39.723577,-104.987301,Banded Oak Brewing Company,CO,,,352
114 N Cayuga St,Ithaca,42.439665000000005,-76.49902800000001,Bandwagon Brew Pub,NY,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuGnmwGnHDpEGYXGjnN4u8zXqkiimSHFf4_dbqGRbVgNJGCTUlUMKSxwpK8MWHP0YSnczVF3iqiNMbJXxgxBQGKZtdWTDe1Qr0QCAdpRoOMUnMVOmVnnITq6Uvnrym_h4V_hWEN0dRgF71zwI3eO04S5u6jgpLPk1KiVSlP7drTZOW34QPzICftiWuZMv8tNDXo2awmlnsvvuD_WS5lQDahNyFKRpRTfjW4ZVOy3ERd56dpJticZcwWgdV-dyFYwJoEyK08RWJLny9FQcfoF8-chS60nbniDVoj66IK8RLCvO0OkZ-QtX6mFJjqOru16XJ5rBMoqvtVg9kxf0dorLdmIR5veyp3ZqU1ZDK-1KE1dBN3f4J593M3LdRCNUDkpua2JVVQnWNvPtOSoMgV0x95g&placement=listing_profile&cs_user=unknown&cs_session=0e81ad4fdf4532f3764e39c52c974bc0a4c65343,6073190699,353
2320 Capp Rd,Saint Paul,44.97048074,-93.19252874,Bang Brewing Company,MN,bangbrewing.com,"(651) 243-2264, 6512432264",354
450 Fremont St,Las Vegas,36.16946819,-115.14092450000001,Banger Brewing,NV,http://www.bangerbrewing.com,7024562739,355
79 Rainey St,Austin,30.259259999999998,-97.73858,Banger's Sausage House Beer Garden,TX,http://www.bangersaustin.com,5123861656,356
3200 N W 23rd Ave,Pompano Beach,26.269578999999997,-80.15579,Bangin' Banjo Brewing Company,FL,,19549783113,357
233 W Monroe St,Bangor,42.313053000000004,-86.111244,Bangor Tavern Bar Grill,MI,http://www.bangortavern.com,"2699069190, 2694279928",358
534 Wilson St,Brewer,44.780694,-68.743036,Bangor-brewer Bowling Lanes,ME,,2079893798,359
110 W Grove St,Scranton,41.4185,-75.64399999999999,Bar At The Patch Inc The,PA,,5703413510,360
5002 Kerle St,Jacksonville,30.31127,-81.73095,Bar B's Tavern,FL,,9046952527,361
8 Mount Desest St,Bar Harbor,44.38743136,-68.20488604,Bar Harbor Brewing Company,ME,,2072884592,362
1720 Fairmount Ave,Philadelphia,39.9670525,-75.16628270000001,Bar Hygge,PA,http://www.barhygge.com/,"2152426666, 2157652274",363
1302 Santa Fe Dr,Tustin,33.720036,-117.83266,Bar None Inc,CA,,7142598450,364
312 W Main St,Montpelier,41.58642269,-84.61062566,Bar The,OH,,4194855714,365
215 Smith St,Sitka,57.05039,-135.30798000000001,Baranof Island Brewing Company,AK,,19077472739,366
408 S Highland Ave,Baltimore,39.287384,-76.56907,Barbara's Kitchen,MD,,4103272272,367
2601 Hyperion Ave,Los Angeles,34.105976,-118.27298799999998,Barbarella Bar,CA,http://www.barloungeinlosangeles.com,3236448000,368
263 W Whittier St,Columbus,,-83.0064074,Barcelona Restaurant & Bar,OH,,6144433699,369
610 W Grove St,Boise,43.61401953,-116.20218190000001,Bardenay,ID,bardenay.com,"(208) 426-0555, 2084260555",370
2515 La Salle Ave,Waco,31.525129999999997,-97.13101,Bare Arms Brewing,TX,,2547598480,371
12804 Sandy Ct,Granger,41.759808,-86.1169,Bare Hands Brewery,IN,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuGnmwGnHDpEGYXGjnN4u8zXqkiimSHFf4_dbqGRbVgNJltsfuoTeAjnIvv0TjhmukhWV6hHkllAAPXVKmtmodYvwy6XoYZswkpM-5RxXG2fc44C6woG_bpmYe4B_GAvlM8vAmt40shMstxJHuaMLSjMp1QRMpbPkZ0I7APBe1lUXVeo5kRRcTkEkefjwnkKW7XzoGTL_DeIftOgTR6u1GyhVnc6OVU4AfcsifpykzTpPBZaaWKoBGZcxwntBKSnm3OakEw7lDjSqFwMEn5raVoFz50ulgZdI1Q1HEnhhWSCfBi_Q3q5dLxiDzkC1SoDJgipkL-MYZflSTo1xPQnKOK5aRuETIvqJG0A1Ct22e5TSdK9_xCjPDwebsVu7uKbp8dVoZRXfjnqEwO8ZmpbMYt751uvFqdnyUA&placement=listing_profile&cs_user=unknown&cs_session=72422b95c2702504b8311e6b4802eaa7feb17bfe,5742772258,372
3535 N Main St,Soquel,36.995171,-121.954576,Bargetto Winery,CA,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PNH1zm8s3Brpxys1zenB1gqaWKBJHqW1zunpdHd6A8JLu1EGO323XYc0KRUMLEjavOIQBkLMmA8DjAHzkJpT-fvvuhK-SDo0iG-CvkQnIwDjC0rRycq6JNFFBlPsMAX4kklrrvy0QH31daWqBtD7PApSX8Zwz45thLD-jZTrZfNwt5oy6vUZGa6zKmJQ6oeI_L2zVzTeDeAooR5GdcCzfJw2AcuN_x1CPnEIudPmlExYzbzJ3pvqlnMyExn8Chh-yCCwWa8fc4poNb5jgntCq6-FqkrON76zTcFecSH9rT_lk1Bfvb8hWHWPShbjDEAYTejHmRA-zeJcdHHoWZa0jtbH_z4XE5fDYCmlk1srDCkmkjq6KnxmCw9b7v0DVa-OzMaTlxyiM5fyH94DyjBdq7LUU2HCOT3pzPPvqwT1dihiGXwkm6HTbcjmwTSztkVuike4te5mKS3z_y7TrDcBTn8kenj9Cfjs5dqYNCqSqK6kNfaVvaXhP0oROJyf83b_O5f7Rm3dhj_ReeKJu6vozMfEr3qkpMBYHB9iZtfPb7tDcIxRLq5GAbYBq6YuJSEd9LkcIGnITxXN&placement=listing_profile&cs_user=unknown&cs_session=abbd290396a0fceb78ce23ad4df34f03742c797f,8314752258,373
124 W Railroad Ave,Port Angeles,48.12107745,-123.43321409999999,Barhop Brewing & Taproom,WA,http://barhopbrewing.com,3607971818,374
34 W Main St,Fredonia,42.439278,-79.332504,Barker Brew Company - Closed,NY,ellicottvillebrewing.com/fredonia,"17166797939, 7166793435, 7166797939",375
6442 Lyndale Ave S,Richfield,44.88557,-93.286904,Barkingside Company,MN,,,376
3688 Bohemian Hwy,Occidental,38.40695,-122.94773,Barley & Hops Tavern,CA,barleynhops.com,7078749037,377
2307 Oakdale Rd,Modesto,37.675674,-120.95788300000001,Barley & Wine,CA,,,378
5473 Urbana Pike,Frederick,39.382034000000004,-77.39959,Barley and Hops Grill & Microbrewery,MD,http://www.barleyandhops.net,3016685555,379
1425 Mcculloch Blvd N,Lake Havasu City,34.472336,-114.349947,Barley Brothers Brewery,AZ,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuGnmwGnHDpEGYXGjnN4u8zXqkiimSHFf4_dbqGRbVgNJxgPnWy8iO3SA4nH-7iTQNPgGYlsyuQTIdJsjiGgKp4lxdk2VOlYX0hlwbzhk83GKlabgCXHcKqCRc_KzAI04-bJt_Vvpjx4U5c91UDYTm_7KbVGhmcgnDivXo48Z5cKYkgS_UKFyqnsOSIUwNy2mK1EOLMkzSOYXHTV4xUPSU8HcOS64A-lKeon3RCz1SuhLICMwKBJpjiAwPune82GUyzobqaOkT636YoaVTfqBP-Xs5yePXXbSamxGNAQk3m-4kpXrjKd3Cd4-cC6DrfEK390EQgWxdNZupZ-5LZEZ3lEna7uPgmuYoLfUSCJbrW0TdGpndml-ZeJCIVrSCMYrt_A3rg1q5hkWb5QPtRlquGM&placement=listing_profile&cs_user=unknown&cs_session=e41a12609c0d78f001c6e30da310ba31070816df,"928-505-7837, 9285057837",380
1774 Sullivan Trl,Tannersville,41.052354,-75.328249,Barley Creek Brewing Company,PA,http://www.barleycreek.com,5706299399,381
2957 Randolph Ave,Costa Mesa,33.678548,-117.88793999999999,"Barley Forge Brewing Co, Barley Forge Brewing Co.",CA,http://barleyforge.com,7146412084,382
518 W Bay Dr,Largo,27.916933,-82.79414,Barley Mow Brewing Company,FL,http://barleymowbrewingco.com,7275847772,383
467 N High St,Columbus,39.97189131,-83.00277677,Barley's Brewing Company Ale House #1,OH,http://www.barleysbrewing.com,"6142282537, (614) 228-2537",384
2850 El Cajon Blvd,San Diego,32.755536,-117.132484,Barn Inc,CA,,,385
207 S Bridge St,Grand Ledge,42.753908,-84.745222,Barn Tavern The,MI,,5176228686,386
250 N First St,Burbank,34.1811248,-118.3117837,Barney's Beanery,CA,http://www.barneysbeanery.com,8185242912,387
13840 Barnhouse Pl,Leesburg,39.232017,-77.55159599999999,Barnhouse Brewery,VA,,7036758480,388
122 E Jefferson St,Spring Green,43.176759999999994,-90.06795799999999,Baron Brooks,WI,,"6.085882882E9, 6085882882",389
724 Prospect Ave,Cleveland,41.4987,-81.68751999999999,Barons of Cleveland,OH,,2167711433,390
2575 Pioneer Ave,Vista,33.148506,-117.22093999999998,Barrel Harbor Brewing,CA,http://www.barrelharborbrewing.com,7607343949,391
1785 Fulton St,San Francisco,37.77584073,-122.4460852,Barrel Head Brewhouse,CA,http://barrelheadsf.com,4157451570,392
495 Cooperative Way,Arrington,37.710392,-78.9423,Barrel House Brewery Tasting Room,VA,,4342634002,393
743 Portland Rd,Saco,43.52367856,-70.42754612,Barreled Souls Brewing,ME,barreledsouls.com,2076026439,394
600 12th St,Golden,39.75654,-105.21914,"Barrels & Bottles, Barrels Bottles",CO,http://www.barrelsbottles.com,7203283643,395
620 Mcmurray Rd,Buellton,34.61986442,-120.1878986,Barrelworks,CA,,8052255911,396
3595 Lawson Blvd Unit E,Oceanside,40.621763,-73.650071,Barrier Brewing Co,NY,http://www.barrierbrewing.com/site/home.html,5163164429,397
1213 W Railroad Ave,Spokane,47.655502,-117.43033,Barrister Winery,WA,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EGQ6wFBP1R9j_yPfgIG2qmnnU3b4EFXLWYqzqH6pileJnsDBgYjhj6412OE3eqoLyrSIPEJpXfr10mUiQbRKfZCKZytUuX1ZpMEsmU-K0mL9uCZDhf-nRxkx0xcmqFX3TZTiNoK_LLFKzM4tXpEgtM6BtXv1F1DttBd4z9Qt7dpZexBHwPOwapTZ6nHZIsCN5BMbo4hB0xXa7avhBEmVN9CW0pbvRE5oE2dkiBfI37epBbl-Qp61u-AT9nJA_SPuV2pFpK1Yd2BXBwFbdhXt94yLiL1pYQvJOv4i4UmFHsgtS1OsgLUsnFHkyZlah8Z_p2xSRDrf4t0ZJbXRfDunkzGeNU4wzuOUViDP73X5IqyoLssN0Q5W3UJQ7kFph8eFDfOhr_rjR07uE6VTZnLDk_VMq-icixlpyIV30t1EFg5MJ0GZaVSeEABFKFKQYm49ngNALU7zb4ahf7qqiua1RVA8j4ByzAq3MxEA4cNuDGK2wB-KMIro3wQkrb-H4mLw7EK6xNueOBnc&placement=listing_profile.b&cs_user=unknown&cs_session=6d87bd34cedcfc43b7da12727cf5e6ccefcc8fa2,5094653591,398
2976 Us Highway 63,Barronett,45.6365,-91.99258,Barronett Bar & Grill,WI,http://www.barronettbarandgrill.com,7158223648,399
2901 Old Milton Hwy,Walla Walla,46.017909,-118.399153,Basel Cellars Estate Winery,WA,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuGnmwGnHDpEGYXGjnN4u8zXqkiimSHFf4_dbqGRbVgNJh7wFlPk5k4giiJD4bp017onUhNyAFMqwvyqoPYGpGz70lXEmWGrx0FHaBSWuYnG-jP3kTr3CeAe_zCgI-PeOFuycULOGtSIwALujC3tp1CrzQ-XXEBv3LTSftjVQbIRtJzXxH7IBSnyDpH33Bmx_H-8eNyQ4tXIY5U8x8PSZ_KGmmkWO3A3vFLPBGtwTuQIaomdYSUK3-CilorH05TJUD8E-XOV25pa6agTLFvQbfQ16Lq9o2IEsX5LkHyhZ2otRyjS0B_MlysqjI6rvTHepQhc7vL98vlawP0Tf75IO6wfF9pfETqNAYmY8MiLodd5a8COrpquSlMzN35YxLiMaYoENfkvAr8kvhgdrwjwg_Y4&placement=listing_profile&cs_user=unknown&cs_session=22b4b0da6b631d39986adc183c0de73ab97f4b3f,5095220200,400
2436 Morrison Ln,Fairfield,38.267984000000006,-122.116616,Bask Cellars,CA,,7078641222,401
1461 Chambers Rd,Mcdonough,33.4567728,-84.23178243,Basshole HQ,GA,,6784853191,402
5451 State Route 654,Williamsport,41.189558,-77.132879,Bastress Mountain Winery,PA,,5707452332,403
601 Chestnut St,Bastrop,30.10971492,-97.32107055,Bastrop Brewhouse,TX,[http://bastropbrewhouse.com],[5123211144],404
18543 Yorba Linda Blvd 241,Yorbalinda,33.889863,-117.80998999999998,Batch Craft Soda,CA,,7606891127,405
803 E Nash St,Springhope,35.951954,-78.099661,Batchelor's Tavern,NC,,2524783375,406
163 Central Park Sq,Los Alamos,35.883765999999994,-106.30005,Bathtub Row Brewing Co-op,NM,,5055008381,407
3597 E Buckatabon Rd,Conover,46.021815000000004,-89.311013,Bauer's Dam Resort,WI,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4ESe32aGoZZfGxPUKOAupg6AXFQsvl2-A1Ztd21x5FLKumNpUzGNTBeMk2RvPjC41ZIvgiFwjULRMf936HQ-3fDilu-Jgq-3DroFPqeb7LaXUO4XtGt4yXSJsg9W4tlLVRNocJRkydaRxa9wTgFisP8W1xHayi-pt49a1ml6oZ1LnWlRJXbg3Kt0ioUbM4Z_4S4r-lud0l_VK9L9OzGwrE9ifT6XAPe-rywBd5Rip3WvUFA_TyUheu9-OfOHYqTSE_2HKD1JP1GhfVZO6ubSQpzVBMhv3WpNQNiRXaF9Rld7MW2TYJg5WgyMWfZNUq1ZRkPrG6bhT9EIzDrtHJGqeeyg597QTz7oQKRASsXra_bimNu1Nqg-qgOHuDyEB1Q-meZh1jqQ1i7HGbiDIOm-NZxjgeh2oT7HMqv0u9cP6X7A9TvHJVAQOM3aAENxyndAkBrHxRriSEpDFj9ezRb5IHWzq2w0CMhpegXLbQKrx_i8F5no4Oe1jvgdWulww9h9mDNbX6nordES0&placement=listing_profile.c&cs_user=unknown&cs_session=9bd11b5870999741b004142afd6b0da2fab02200,7154794510,408
33 Canada St,Lake George,43.418446,-73.71384877,"Bavarian House Restaurant, Adirondack Pub & Brewery",NY,adkpub.com,"5186680002, 15186680002, 5186682476",409
130 Mill St,Lewiston,44.09539868,-70.21943808,Baxter Brewing Company,ME,http://www.baxterbrewing.com,2073336769,410
1212 1st St,Tillamook,45.45825,-123.85183899999998,Bay Ocean Beer & Wine Co,OR,,5038422054,411
80 Mallory Ave,Jersey City,40.716390000000004,-74.091054,Bay Side Tavern,NJ,,2013240110,412
1108 Taft St,Rockville,39.093564,-77.134929,Baying Hound Aleworks,MD,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuGnmwGnHDpEGYXGjnN4u8zXqkiimSHFf4_dbqGRbVgNJkHNIfilGKgWKd4DO59TPfTKBg24EWivMy3WIUNl2hSDDc-PpZ7ggxuqLvVsUvWbSzdzdatxuojcVQ70OaiQvQlkWcRYHRVW4AiausyzZhoOMPI8AO7RgPLeXbxivL0ySJCJzi727TYYP3UlcxkBjlTCx-PwSFrx54tBAHf0Luz8CPgIDEOaOiKJhbmIzRCyJ3Y3fomrMvWhJVA1UZwAOyqIsqy3Np3Fq5nJaECmtdy7s5UVPrQ3bOB4w7wImVn4Jn884_6JYMzymv0PqkgPmzU9QPNlthzrAcrrx2O60hZe7ULQKHdXpRNWzpVA9lR_IkIOacZCZ6Qz7qVNnAfrHQ4qij6vBXLLhjIgf5BXb6A3rtVimJaRjig&placement=listing_profile&cs_user=unknown&cs_session=d633f37aae4748eca7be817a0357a456c562e326,"3016379322, (301) 637-9322",413
19507 W Catawba Ave,Cornelius,35.480053000000005,-80.89114000000001,Bayne Brewing Company,NC,,7048976426,414
1106 Bushville Hwy,Arnaudville,30.39082,-91.92409,Bayou Teche Brewing,LA,http://bayoutechebrewing.com,"3373038000, 3377549969, 3377545122",415
636 E Main St,Louisville,38.256665000000005,-85.758944,Bbc Beer Co & Tap Room,KY,,5025842739,416
4019 Kennett Pike,Greenville,39.780342,-75.59879000000001,Bbc Tavern and Grill,DE,http://www.bbctavernandgrill.com,3026553785,417
600 S Court St,Montgomery,32.369619,-86.308933,B-dry Waterproofing,AL,,,418
